name,time,value
t(2)i1,14,0.36792248
t(2)i1,15,0.67619765
t(2)i1,16,0.8138827
t(2)i1,17,0.692181
t(2)i1,18,0.6244894
t(2)i1,19,0.44322455
t(2)i1,20,0.610553
t(2)i1,21,0.49435216
t(2)i1,22,0.6224265
t(2)i1,23,0.6827873
t(2)i1,24,0.66411746
t(2)i1,25,0.7514181
t(2)i1,26,0.6991863
t(2)i1,27,0.440696
t(2)i1,28,0.43337148
t(2)i1,29,0.6211005
t(2)i1,30,0.5168341
t(2)i1,31,0.61260575
t(2)i1,32,0.76772785
t(2)i1,33,0.7231525
t(2)i1,34,0.65432197
t(2)i1,35,0.5525588
t(2)i1,36,0.54702944
t(2)i1,37,0.3211187
t(2)i1,38,0.5563954
t(2)i1,39,0.43264705
t(2)i1,40,0.5
t(2)i1,41,0.34549153
t(2)i1,42,0.20610738
t(2)i1,43,0.09549147
t(2)i1,44,0.02447176
t(2)i1,45,0.0
t(2)i1,46,0.02447176
t(2)i1,47,0.09549153
t(2)i1,48,0.20610738
t(2)i1,49,0.34549147
t(2)i1,50,0.5
t(2)i1,51,0.6545086
t(2)i1,52,0.79389274
t(2)i1,53,0.9045084
t(2)i1,54,0.97552824
t(2)i1,55,1.0
t(2)i1,56,0.97552824
t(2)i1,57,0.9045084
t(2)i1,58,0.7938926
t(2)i1,59,0.6545085
t(2)i1,60,0.5
t(2)i1,61,0.5217273
t(2)i1,62,0.68155694
t(2)i1,63,0.5089065
t(2)i1,64,0.5776066
t(2)i1,65,0.75402284
t(2)i1,66,0.59310967
t(2)i1,67,0.5169561
t(2)i1,68,0.4708929
t(2)i1,69,0.7151021
t(2)i1,70,0.6139889
t(2)i1,71,0.6217977
t(2)i1,72,0.42995024
t(2)i1,73,0.38588673
t(2)i1,74,0.4149658
t(2)i1,75,0.29958558
t(2)i1,76,0.38518667
t(2)i1,77,0.39897597
t(2)i1,78,0.30773562
t(2)i1,79,0.31368917
t(2)i1,80,0.33190948
t(2)i1,81,0.48291308
t(2)i1,82,0.5084121
t(2)i1,83,0.62844026
t(2)i1,84,0.4360906
t(2)i1,85,0.3845411
t(2)i1,86,0.39577085
t(2)i1,87,0.48590422
t(2)i1,88,0.45989722
t(2)i1,89,0.5755291
t(2)i1,90,0.40000212
t(2)i1,91,0.38547522
t(2)i1,92,0.48628122
t(2)i1,93,0.6910862
t(2)i1,94,0.53153944
t(2)i1,95,0.5361309
t(2)i1,96,0.69998294
t(2)i1,97,0.62327
t(2)i1,98,0.7586833
t(2)i1,99,0.5606525
t(2)i1,100,0
t(2)i1,101,1
t(2)t0,0,0.5
t(2)t0,1,0.6545085
t(2)t0,2,0.7938926
t(2)t0,3,0.90450853
t(2)t0,4,0.97552824
t(2)t0,5,1.0
t(2)t0,6,0.97552824
t(2)t0,7,0.9045085
t(2)t0,8,0.7938926
t(2)t0,9,0.65450853
t(2)t0,10,0.49999997
t(2)t0,11,0.3454914
t(2)t0,12,0.20610723
t(2)t0,13,0.09549159
t(2)t0,14,0.02447176
t(2)t0,15,0.0
t(2)t0,16,0.02447176
t(2)t0,17,0.09549159
t(2)t0,18,0.20610735
t(2)t0,19,0.34549153
t(2)t0,20,0.5
t(2)t0,21,0.4536828
t(2)t0,22,0.6024904
t(2)t0,23,0.59299
t(2)t0,24,0.2975138
t(2)t0,25,0.2655009
t(2)t0,26,0.4452941
t(2)t0,27,0.4243114
t(2)t0,28,0.44441572
t(2)t0,29,0.423713
t(2)t0,30,0.30336046
t(2)t0,31,0.391864
t(2)t0,32,0.7341495
t(2)t0,33,0.5975766
t(2)t0,34,0.6421438
t(2)t0,35,0.6727283
t(2)t0,36,0.68064946
t(2)t0,37,0.6435922
t(2)t0,38,0.7344599
t(2)t0,39,0.64567494
t(2)t0,40,0.58415514
t(2)t0,41,0.5008004
t(2)t0,42,0.44782478
t(2)t0,43,0.17428432
t(2)t0,44,0.5708511
t(2)t0,45,0.47503397
t(2)t0,46,0.58055264
t(2)t0,47,0.5564945
t(2)t0,48,0.61520344
t(2)t0,49,0.46647125
t(2)t0,50,0.47838792
t(2)t0,51,0.6103954
t(2)t0,52,0.55066323
t(2)t0,53,0.41551575
t(2)t0,54,0.3787659
t(2)t0,55,0.4978559
t(2)t0,56,0.46159297
t(2)t0,57,0.4237576
t(2)t0,58,0.4532942
t(2)t0,59,0.5096181
t(2)t0,60,0.49700245
t(2)t0,61,0.49808314
t(2)t0,62,0.45507684
t(2)t0,63,0.42322466
t(2)t0,64,0.4728499
t(2)t0,65,0.6195571
t(2)t0,66,0.4738423
t(2)t0,67,0.38144878
t(2)t0,68,0.38892877
t(2)t0,69,0.6143012
t(2)t0,70,0.5079966
t(2)t0,71,0.6071763
t(2)t0,72,0.53839743
t(2)t0,73,0.5414942
t(2)t0,74,0.40652922
t(2)t0,75,0.31062546
t(2)t0,76,0.24996611
t(2)t0,77,0.5146825
t(2)t0,78,0.5725409
t(2)t0,79,0.36376607
t(2)t0,80,0.5333238
t(2)t0,81,0.59066796
t(2)t0,82,0.5787339
t(2)t0,83,0.38441348
t(2)t0,84,0.37563875
t(2)t0,85,0.42518514
t(2)t0,86,0.5336763
t(2)t0,87,0.43531513
t(2)t0,88,0.49796203
t(2)t0,89,0.485524
t(2)t0,90,0.42354187
t(2)t0,91,0.38631073
t(2)t0,92,0.47681865
t(2)t0,93,0.3770533
t(2)t0,94,0.57226586
t(2)t0,95,0.4249687
t(2)t0,96,0.40690622
t(2)t0,97,0.24312933
t(2)t0,98,0.40767
t(2)t0,99,0.548187
t(2)t0,100,0
t(2)t0,101,1
t(2)t1,0,0.70007634
t(2)t1,1,0.49424803
t(2)t1,2,0.47441626
t(2)t1,3,0.2797707
t(2)t1,4,0.43101513
t(2)t1,5,0.45547476
t(2)t1,6,0.62741345
t(2)t1,7,0.5028051
t(2)t1,8,0.4123784
t(2)t1,9,0.57770514
t(2)t1,10,0.5576956
t(2)t1,11,0.40591842
t(2)t1,12,0.24301168
t(2)t1,13,0.45447472
t(2)t1,14,0.47279346
t(2)t1,15,0.48086026
t(2)t1,16,0.53818274
t(2)t1,17,0.6849703
t(2)t1,18,0.5976813
t(2)t1,19,0.5353084
t(2)t1,20,0.5
t(2)t1,21,0.6545085
t(2)t1,22,0.7938926
t(2)t1,23,0.90450853
t(2)t1,24,0.97552824
t(2)t1,25,1.0
t(2)t1,26,0.97552824
t(2)t1,27,0.9045085
t(2)t1,28,0.7938926
t(2)t1,29,0.65450853
t(2)t1,30,0.49999997
t(2)t1,31,0.3454914
t(2)t1,32,0.20610723
t(2)t1,33,0.09549159
t(2)t1,34,0.02447176
t(2)t1,35,0.0
t(2)t1,36,0.02447176
t(2)t1,37,0.09549159
t(2)t1,38,0.20610735
t(2)t1,39,0.34549153
t(2)t1,40,0.5
t(2)t1,41,0.46984482
t(2)t1,42,0.29154927
t(2)t1,43,0.46484888
t(2)t1,44,0.39018458
t(2)t1,45,0.33491468
t(2)t1,46,0.4067174
t(2)t1,47,0.49728853
t(2)t1,48,0.47455755
t(2)t1,49,0.2939794
t(2)t1,50,0.41081923
t(2)t1,51,0.3435496
t(2)t1,52,0.56736326
t(2)t1,53,0.55441535
t(2)t1,54,0.504418
t(2)t1,55,0.68584514
t(2)t1,56,0.5905953
t(2)t1,57,0.54919493
t(2)t1,58,0.6192894
t(2)t1,59,0.48319805
t(2)t1,60,0.5834971
t(2)t1,61,0.38968745
t(2)t1,62,0.45784336
t(2)t1,63,0.17153905
t(2)t1,64,0.26233712
t(2)t1,65,0.5186392
t(2)t1,66,0.52700025
t(2)t1,67,0.5572854
t(2)t1,68,0.4750448
t(2)t1,69,0.5372537
t(2)t1,70,0.59513277
t(2)t1,71,0.6389354
t(2)t1,72,0.40227088
t(2)t1,73,0.24205343
t(2)t1,74,0.40467626
t(2)t1,75,0.49064127
t(2)t1,76,0.29108757
t(2)t1,77,0.29640067
t(2)t1,78,0.43528154
t(2)t1,79,0.55221975
t(2)t1,80,0.4349398
t(2)t1,81,0.37463683
t(2)t1,82,0.39575037
t(2)t1,83,0.47730997
t(2)t1,84,0.3638999
t(2)t1,85,0.65124375
t(2)t1,86,0.7283561
t(2)t1,87,0.6007974
t(2)t1,88,0.32423377
t(2)t1,89,0.48431584
t(2)t1,90,0.48966864
t(2)t1,91,0.58352137
t(2)t1,92,0.59615815
t(2)t1,93,0.6058955
t(2)t1,94,0.50750816
t(2)t1,95,0.3291309
t(2)t1,96,0.3384037
t(2)t1,97,0.33616674
t(2)t1,98,0.23434289
t(2)t1,99,0.47621635
t(2)t1,100,0
t(2)t1,101,1
t(2)t2,0,0.56828415
t(2)t2,1,0.5851673
t(2)t2,2,0.5880362
t(2)t2,3,0.5096376
t(2)t2,4,0.46822807
t(2)t2,5,0.29765552
t(2)t2,6,0.43654296
t(2)t2,7,0.4200618
t(2)t2,8,0.5903987
t(2)t2,9,0.35096943
t(2)t2,10,0.60408854
t(2)t2,11,0.6860916
t(2)t2,12,0.39952356
t(2)t2,13,0.41174558
t(2)t2,14,0.42670843
t(2)t2,15,0.49614614
t(2)t2,16,0.41610336
t(2)t2,17,0.5158919
t(2)t2,18,0.37052187
t(2)t2,19,0.37446803
t(2)t2,20,0.3301864
t(2)t2,21,0.4474928
t(2)t2,22,0.39644495
t(2)t2,23,0.56656414
t(2)t2,24,0.34772032
t(2)t2,25,0.43183792
t(2)t2,26,0.54675496
t(2)t2,27,0.59830123
t(2)t2,28,0.35766852
t(2)t2,29,0.44230705
t(2)t2,30,0.5
t(2)t2,31,0.6545085
t(2)t2,32,0.7938926
t(2)t2,33,0.90450853
t(2)t2,34,0.97552824
t(2)t2,35,1.0
t(2)t2,36,0.97552824
t(2)t2,37,0.9045085
t(2)t2,38,0.7938926
t(2)t2,39,0.65450853
t(2)t2,40,0.49999997
t(2)t2,41,0.3454914
t(2)t2,42,0.20610723
t(2)t2,43,0.09549159
t(2)t2,44,0.02447176
t(2)t2,45,0.0
t(2)t2,46,0.02447176
t(2)t2,47,0.09549159
t(2)t2,48,0.20610735
t(2)t2,49,0.34549153
t(2)t2,50,0.5
t(2)t2,51,0.4887128
t(2)t2,52,0.29809648
t(2)t2,53,0.44716886
t(2)t2,54,0.27460018
t(2)t2,55,0.3865075
t(2)t2,56,0.3462007
t(2)t2,57,0.5350548
t(2)t2,58,0.6620343
t(2)t2,59,0.719712
t(2)t2,60,0.35493046
t(2)t2,61,0.37848538
t(2)t2,62,0.39080918
t(2)t2,63,0.52887994
t(2)t2,64,0.6615948
t(2)t2,65,0.696853
t(2)t2,66,0.6273208
t(2)t2,67,0.6558872
t(2)t2,68,0.69830203
t(2)t2,69,0.5638025
t(2)t2,70,0.34397253
t(2)t2,71,0.52532697
t(2)t2,72,0.52483803
t(2)t2,73,0.56865436
t(2)t2,74,0.62774336
t(2)t2,75,0.49746874
t(2)t2,76,0.54372996
t(2)t2,77,0.61858654
t(2)t2,78,0.4273117
t(2)t2,79,0.5936664
t(2)t2,80,0.59662926
t(2)t2,81,0.46599674
t(2)t2,82,0.28815648
t(2)t2,83,0.31563056
t(2)t2,84,0.45800263
t(2)t2,85,0.487296
t(2)t2,86,0.2837182
t(2)t2,87,0.44449964
t(2)t2,88,0.44470218
t(2)t2,89,0.4412846
t(2)t2,90,0.35464233
t(2)t2,91,0.43311092
t(2)t2,92,0.4227995
t(2)t2,93,0.48652467
t(2)t2,94,0.5900409
t(2)t2,95,0.49974146
t(2)t2,96,0.6385869
t(2)t2,97,0.6862729
t(2)t2,98,0.43695873
t(2)t2,99,0.49568522
t(2)t2,100,0
t(2)t2,101,1
t(2)t3,0,0.5155954
t(2)t3,1,0.6024404
t(2)t3,2,0.39503053
t(2)t3,3,0.2349387
t(2)t3,4,0.5287662
t(2)t3,5,0.5824621
t(2)t3,6,0.47742277
t(2)t3,7,0.3400001
t(2)t3,8,0.24575086
t(2)t3,9,0.4935673
t(2)t3,10,0.5632606
t(2)t3,11,0.31892353
t(2)t3,12,0.2877601
t(2)t3,13,0.4854491
t(2)t3,14,0.56460834
t(2)t3,15,0.5624169
t(2)t3,16,0.5959104
t(2)t3,17,0.3321268
t(2)t3,18,0.55617607
t(2)t3,19,0.42307633
t(2)t3,20,0.58415014
t(2)t3,21,0.5351174
t(2)t3,22,0.59420574
t(2)t3,23,0.5103246
t(2)t3,24,0.39640638
t(2)t3,25,0.40951383
t(2)t3,26,0.22454917
t(2)t3,27,0.44074425
t(2)t3,28,0.20451385
t(2)t3,29,0.67686063
t(2)t3,30,0.385625
t(2)t3,31,0.6519998
t(2)t3,32,0.47474793
t(2)t3,33,0.44191962
t(2)t3,34,0.40447536
t(2)t3,35,0.31119737
t(2)t3,36,0.264798
t(2)t3,37,0.46965408
t(2)t3,38,0.39739314
t(2)t3,39,0.61395884
t(2)t3,40,0.3545422
t(2)t3,41,0.42995045
t(2)t3,42,0.44520953
t(2)t3,43,0.48910233
t(2)t3,44,0.43982568
t(2)t3,45,0.4182836
t(2)t3,46,0.64306617
t(2)t3,47,0.58905226
t(2)t3,48,0.3452002
t(2)t3,49,0.4321912
t(2)t3,50,0.5
t(2)t3,51,0.6545085
t(2)t3,52,0.7938926
t(2)t3,53,0.90450853
t(2)t3,54,0.97552824
t(2)t3,55,1.0
t(2)t3,56,0.97552824
t(2)t3,57,0.9045085
t(2)t3,58,0.7938926
t(2)t3,59,0.65450853
t(2)t3,60,0.49999997
t(2)t3,61,0.3454914
t(2)t3,62,0.20610723
t(2)t3,63,0.09549159
t(2)t3,64,0.02447176
t(2)t3,65,0.0
t(2)t3,66,0.02447176
t(2)t3,67,0.09549159
t(2)t3,68,0.20610735
t(2)t3,69,0.34549153
t(2)t3,70,0.5
t(2)t3,71,0.48691297
t(2)t3,72,0.5100673
t(2)t3,73,0.5011512
t(2)t3,74,0.23071305
t(2)t3,75,0.28594515
t(2)t3,76,0.27682388
t(2)t3,77,0.46650195
t(2)t3,78,0.5417056
t(2)t3,79,0.33972892
t(2)t3,80,0.33688876
t(2)t3,81,0.42524776
t(2)t3,82,0.4020094
t(2)t3,83,0.47408703
t(2)t3,84,0.5423756
t(2)t3,85,0.530505
t(2)t3,86,0.65490186
t(2)t3,87,0.59936595
t(2)t3,88,0.58528847
t(2)t3,89,0.58306617
t(2)t3,90,0.5159107
t(2)t3,91,0.30841672
t(2)t3,92,0.47534627
t(2)t3,93,0.43560696
t(2)t3,94,0.52304864
t(2)t3,95,0.4466322
t(2)t3,96,0.60374516
t(2)t3,97,0.4706101
t(2)t3,98,0.51831794
t(2)t3,99,0.60106933
t(2)t3,100,0
t(2)t3,101,1
t(2)t4,0,0.61540276
t(2)t4,1,0.4905654
t(2)t4,2,0.55866176
t(2)t4,3,0.17917493
t(2)t4,4,0.55150133
t(2)t4,5,0.52065015
t(2)t4,6,0.6186017
t(2)t4,7,0.61389655
t(2)t4,8,0.46323085
t(2)t4,9,0.57132924
t(2)t4,10,0.48565352
t(2)t4,11,0.63172793
t(2)t4,12,0.32154772
t(2)t4,13,0.43081242
t(2)t4,14,0.2509434
t(2)t4,15,0.6116295
t(2)t4,16,0.4121729
t(2)t4,17,0.27676865
t(2)t4,18,0.35969305
t(2)t4,19,0.5486663
t(2)t4,20,0.537056
t(2)t4,21,0.29962426
t(2)t4,22,0.43105134
t(2)t4,23,0.45875025
t(2)t4,24,0.4023898
t(2)t4,25,0.6736389
t(2)t4,26,0.71544194
t(2)t4,27,0.359711
t(2)t4,28,0.23017803
t(2)t4,29,0.49901763
t(2)t4,30,0.52015907
t(2)t4,31,0.60474825
t(2)t4,32,0.6080067
t(2)t4,33,0.70377743
t(2)t4,34,0.5785287
t(2)t4,35,0.36650762
t(2)t4,36,0.3704998
t(2)t4,37,0.24621674
t(2)t4,38,0.32246423
t(2)t4,39,0.5299543
t(2)t4,40,0.49901426
t(2)t4,41,0.4512601
t(2)t4,42,0.4165679
t(2)t4,43,0.39703825
t(2)t4,44,0.41732195
t(2)t4,45,0.36050573
t(2)t4,46,0.5487278
t(2)t4,47,0.47190288
t(2)t4,48,0.37168378
t(2)t4,49,0.40380785
t(2)t4,50,0.39423966
t(2)t4,51,0.44427618
t(2)t4,52,0.45720127
t(2)t4,53,0.46723783
t(2)t4,54,0.4654675
t(2)t4,55,0.40388513
t(2)t4,56,0.5021276
t(2)t4,57,0.6540743
t(2)t4,58,0.46341515
t(2)t4,59,0.46257553
t(2)t4,60,0.5
t(2)t4,61,0.6545085
t(2)t4,62,0.7938926
t(2)t4,63,0.90450853
t(2)t4,64,0.97552824
t(2)t4,65,1.0
t(2)t4,66,0.97552824
t(2)t4,67,0.9045085
t(2)t4,68,0.7938926
t(2)t4,69,0.65450853
t(2)t4,70,0.49999997
t(2)t4,71,0.3454914
t(2)t4,72,0.20610723
t(2)t4,73,0.09549159
t(2)t4,74,0.02447176
t(2)t4,75,0.0
t(2)t4,76,0.02447176
t(2)t4,77,0.09549159
t(2)t4,78,0.20610735
t(2)t4,79,0.34549153
t(2)t4,80,0.5
t(2)t4,81,0.47220293
t(2)t4,82,0.36995137
t(2)t4,83,0.59044814
t(2)t4,84,0.4250468
t(2)t4,85,0.27566013
t(2)t4,86,0.5074678
t(2)t4,87,0.4846504
t(2)t4,88,0.64558536
t(2)t4,89,0.4027797
t(2)t4,90,0.3608424
t(2)t4,91,0.3694255
t(2)t4,92,0.4859822
t(2)t4,93,0.5326162
t(2)t4,94,0.5466063
t(2)t4,95,0.60161996
t(2)t4,96,0.66464156
t(2)t4,97,0.5867282
t(2)t4,98,0.68905777
t(2)t4,99,0.6061041
t(2)t4,100,0
t(2)t4,101,1
t(2)t5,0,0.5
t(2)t5,1,0.5017579
t(2)t5,2,0.37277177
t(2)t5,3,0.33112398
t(2)t5,4,0.4319533
t(2)t5,5,0.2702213
t(2)t5,6,0.47099736
t(2)t5,7,0.32634857
t(2)t5,8,0.29558182
t(2)t5,9,0.3977719
t(2)t5,10,0.38209647
t(2)t5,11,0.4105171
t(2)t5,12,0.35096928
t(2)t5,13,0.76589566
t(2)t5,14,0.5105233
t(2)t5,15,0.6249402
t(2)t5,16,0.62817913
t(2)t5,17,0.468718
t(2)t5,18,0.58800805
t(2)t5,19,0.5833022
t(2)t5,20,0.6044127
t(2)t5,21,0.40473795
t(2)t5,22,0.26710895
t(2)t5,23,0.5203012
t(2)t5,24,0.42073262
t(2)t5,25,0.43733716
t(2)t5,26,0.49992806
t(2)t5,27,0.4972908
t(2)t5,28,0.43095025
t(2)t5,29,0.5430325
t(2)t5,30,0.5032089
t(2)t5,31,0.51696587
t(2)t5,32,0.42395157
t(2)t5,33,0.3369396
t(2)t5,34,0.569339
t(2)t5,35,0.50745755
t(2)t5,36,0.20543708
t(2)t5,37,0.38879114
t(2)t5,38,0.42282826
t(2)t5,39,0.37873316
t(2)t5,40,0.4831907
t(2)t5,41,0.32931328
t(2)t5,42,0.46621415
t(2)t5,43,0.5028384
t(2)t5,44,0.41688064
t(2)t5,45,0.60985374
t(2)t5,46,0.5044371
t(2)t5,47,0.2815164
t(2)t5,48,0.49862838
t(2)t5,49,0.38926014
t(2)t5,50,0.5188497
t(2)t5,51,0.6384329
t(2)t5,52,0.52894205
t(2)t5,53,0.6104942
t(2)t5,54,0.36052194
t(2)t5,55,0.31838146
t(2)t5,56,0.32504758
t(2)t5,57,0.26865688
t(2)t5,58,0.23384568
t(2)t5,59,0.38294378
t(2)t5,60,0.68272537
t(2)t5,61,0.57248384
t(2)t5,62,0.49941176
t(2)t5,63,0.412625
t(2)t5,64,0.34901115
t(2)t5,65,0.4765553
t(2)t5,66,0.61780596
t(2)t5,67,0.5834824
t(2)t5,68,0.37032405
t(2)t5,69,0.5674497
t(2)t5,70,0.46232143
t(2)t5,71,0.48161244
t(2)t5,72,0.43641192
t(2)t5,73,0.31170213
t(2)t5,74,0.4888293
t(2)t5,75,0.36983407
t(2)t5,76,0.5438827
t(2)t5,77,0.36214495
t(2)t5,78,0.4198238
t(2)t5,79,0.4036733
t(2)t5,80,0.5
t(2)t5,81,0.6545085
t(2)t5,82,0.7938926
t(2)t5,83,0.90450853
t(2)t5,84,0.97552824
t(2)t5,85,1.0
t(2)t5,86,0.97552824
t(2)t5,87,0.9045085
t(2)t5,88,0.7938926
t(2)t5,89,0.65450853
t(2)t5,90,0.49999997
t(2)t5,91,0.3454914
t(2)t5,92,0.20610723
t(2)t5,93,0.09549159
t(2)t5,94,0.02447176
t(2)t5,95,0.0
t(2)t5,96,0.02447176
t(2)t5,97,0.09549159
t(2)t5,98,0.20610735
t(2)t5,99,0.34549153
t(2)t5,100,0
t(2)t5,101,1
t(2)v0,0,0.54212594
t(2)v0,1,0.5129447
t(2)v0,2,0.3536919
t(2)v0,3,0.28862157
t(2)v0,4,0.19296123
t(2)v0,5,0.43033186
t(2)v0,6,0.43502304
t(2)v0,7,0.20403494
t(2)v0,8,0.3058788
t(2)v0,9,0.5289678
t(2)v0,10,0.44664794
t(2)v0,11,0.55605954
t(2)v0,12,0.4729039
t(2)v0,13,0.49032617
t(2)v0,14,0.5792604
t(2)v0,15,0.34993228
t(2)v0,16,0.25162494
t(2)v0,17,0.26757783
t(2)v0,18,0.35864073
t(2)v0,19,0.5908725
t(2)v0,20,0.3175665
t(2)v0,21,0.43621308
t(2)v0,22,0.54606336
t(2)v0,23,0.41916102
t(2)v0,24,0.28209496
t(2)v0,25,0.33870745
t(2)v0,26,0.28919646
t(2)v0,27,0.5239271
t(2)v0,28,0.3207987
t(2)v0,29,0.5184884
t(2)v0,30,0.39600694
t(2)v0,31,0.46447486
t(2)v0,32,0.18478064
t(2)v0,33,0.34833333
t(2)v0,34,0.29246563
t(2)v0,35,0.45808977
t(2)v0,36,0.24613021
t(2)v0,37,0.35132957
t(2)v0,38,0.357839
t(2)v0,39,0.47715145
t(2)v0,40,0.45
t(2)v0,41,0.60450846
t(2)v0,42,0.7438926
t(2)v0,43,0.8545085
t(2)v0,44,0.9255282
t(2)v0,45,0.95
t(2)v0,46,0.9255282
t(2)v0,47,0.85450846
t(2)v0,48,0.7438926
t(2)v0,49,0.6045085
t(2)v0,50,0.44999996
t(2)v0,51,0.2954914
t(2)v0,52,0.15610723
t(2)v0,53,0.045491587
t(2)v0,54,0.0
t(2)v0,55,0.0
t(2)v0,56,0.0
t(2)v0,57,0.045491587
t(2)v0,58,0.15610735
t(2)v0,59,0.29549152
t(2)v0,60,0.45
t(2)v0,61,0.42074797
t(2)v0,62,0.4003736
t(2)v0,63,0.17070673
t(2)v0,64,0.21190028
t(2)v0,65,0.27495873
t(2)v0,66,0.475515
t(2)v0,67,0.43829423
t(2)v0,68,0.3734498
t(2)v0,69,0.6512981
t(2)v0,70,0.28963733
t(2)v0,71,0.34264088
t(2)v0,72,0.3753992
t(2)v0,73,0.48126012
t(2)v0,74,0.6910515
t(2)v0,75,0.62009424
t(2)v0,76,0.67480594
t(2)v0,77,0.526621
t(2)v0,78,0.5579864
t(2)v0,79,0.503685
t(2)v0,80,0.4411341
t(2)v0,81,0.34034172
t(2)v0,82,0.43984503
t(2)v0,83,0.123103425
t(2)v0,84,0.5187497
t(2)v0,85,0.39315894
t(2)v0,86,0.4557339
t(2)v0,87,0.44670913
t(2)v0,88,0.4345264
t(2)v0,89,0.41976562
t(2)v0,90,0.43463913
t(2)v0,91,0.30146274
t(2)v0,92,0.30763364
t(2)v0,93,0.2538854
t(2)v0,94,0.2764037
t(2)v0,95,0.40500414
t(2)v0,96,0.40797272
t(2)v0,97,0.23657443
t(2)v0,98,0.35144085
t(2)v0,99,0.5861924
t(2)v0,100,0
t(2)v0,101,1
t(2)v1,0,0.34160075
t(2)v1,1,0.36194494
t(2)v1,2,0.24273768
t(2)v1,3,0.19094801
t(2)v1,4,0.14883327
t(2)v1,5,0.3992807
t(2)v1,6,0.48958614
t(2)v1,7,0.45614973
t(2)v1,8,0.25385717
t(2)v1,9,0.37388632
t(2)v1,10,0.46102723
t(2)v1,11,0.48081002
t(2)v1,12,0.47094718
t(2)v1,13,0.36955962
t(2)v1,14,0.49795857
t(2)v1,15,0.14461464
t(2)v1,16,0.29310867
t(2)v1,17,0.17251855
t(2)v1,18,0.16959956
t(2)v1,19,0.2189649
t(2)v1,20,0.30936578
t(2)v1,21,0.3198916
t(2)v1,22,0.22275788
t(2)v1,23,0.32148907
t(2)v1,24,0.25439647
t(2)v1,25,0.13974875
t(2)v1,26,0.3627514
t(2)v1,27,0.44161978
t(2)v1,28,0.16700894
t(2)v1,29,0.34916675
t(2)v1,30,0.20364252
t(2)v1,31,0.33510926
t(2)v1,32,0.08263278
t(2)v1,33,0.37272635
t(2)v1,34,0.3964791
t(2)v1,35,0.2407504
t(2)v1,36,0.24347931
t(2)v1,37,0.40675429
t(2)v1,38,0.21432194
t(2)v1,39,0.24862757
t(2)v1,40,0.35
t(2)v1,41,0.5045085
t(2)v1,42,0.64389265
t(2)v1,43,0.7545085
t(2)v1,44,0.82552826
t(2)v1,45,0.85
t(2)v1,46,0.82552826
t(2)v1,47,0.7545085
t(2)v1,48,0.64389265
t(2)v1,49,0.5045085
t(2)v1,50,0.34999996
t(2)v1,51,0.1954914
t(2)v1,52,0.056107223
t(2)v1,53,0.0
t(2)v1,54,0.0
t(2)v1,55,0.0
t(2)v1,56,0.0
t(2)v1,57,0.0
t(2)v1,58,0.056107342
t(2)v1,59,0.19549152
t(2)v1,60,0.35
t(2)v1,61,0.23912057
t(2)v1,62,0.17848566
t(2)v1,63,0.27558684
t(2)v1,64,0.21872857
t(2)v1,65,0.17502943
t(2)v1,66,0.3192849
t(2)v1,67,0.4660631
t(2)v1,68,0.51314163
t(2)v1,69,0.44971725
t(2)v1,70,0.31488478
t(2)v1,71,0.15494892
t(2)v1,72,0.25958192
t(2)v1,73,0.3837081
t(2)v1,74,0.6104331
t(2)v1,75,0.51248586
t(2)v1,76,0.5415734
t(2)v1,77,0.48358425
t(2)v1,78,0.47556368
t(2)v1,79,0.4348118
t(2)v1,80,0.15652016
t(2)v1,81,0.35192242
t(2)v1,82,0.26333585
t(2)v1,83,0.2991119
t(2)v1,84,0.04600738
t(2)v1,85,0.27980396
t(2)v1,86,0.41407618
t(2)v1,87,0.36781767
t(2)v1,88,0.37049618
t(2)v1,89,0.37286457
t(2)v1,90,0.39818355
t(2)v1,91,0.4730629
t(2)v1,92,0.38758782
t(2)v1,93,0.3265961
t(2)v1,94,0.11438474
t(2)v1,95,0.38596573
t(2)v1,96,0.33522874
t(2)v1,97,0.036723122
t(2)v1,98,0.2302137
t(2)v1,99,0.3730676
t(2)v1,100,0
t(2)v1,101,1
t(2)v2,0,0.21015194
t(2)v2,1,0.15190515
t(2)v2,2,0.13331395
t(2)v2,3,0.2314581
t(2)v2,4,0.33900923
t(2)v2,5,0.40365928
t(2)v2,6,0.29167277
t(2)v2,7,0.0
t(2)v2,8,0.0
t(2)v2,9,0.33322883
t(2)v2,10,0.31495768
t(2)v2,11,0.35857546
t(2)v2,12,0.31986707
t(2)v2,13,0.49201965
t(2)v2,14,0.22044286
t(2)v2,15,0.04004875
t(2)v2,16,0.04737249
t(2)v2,17,0.23859629
t(2)v2,18,0.1926625
t(2)v2,19,0.09373516
t(2)v2,20,0.24964872
t(2)v2,21,0.28756905
t(2)v2,22,0.17433289
t(2)v2,23,0.25116992
t(2)v2,24,0.13231352
t(2)v2,25,0.20079646
t(2)v2,26,0.3065499
t(2)v2,27,0.2750222
t(2)v2,28,0.35114443
t(2)v2,29,0.33028984
t(2)v2,30,0.16073418
t(2)v2,31,0.25852412
t(2)v2,32,0.19363052
t(2)v2,33,0.21454525
t(2)v2,34,0.30973107
t(2)v2,35,0.25024462
t(2)v2,36,0.1300272
t(2)v2,37,0.0066260695
t(2)v2,38,0.4161681
t(2)v2,39,0.33535093
t(2)v2,40,0.25
